year_rank_salary,year_rank_wins,year_rank_wins minus year_rank_salary,team,team code,payroll,payroll (adjusted for inflation),year (season started in),average yearly payroll,stdev yearly payroll,yearly payroll z score,wins,average yearly wins,stdev yearly wins,yearly wins z score,wins z - payroll z
30,26,4,Atlanta ,ATL,79180081,80485339,2018,120157121.1,15312423.45,-2.676064979,29,41,12.02870131,-0.997613931,1.678451048
10,9,1,Boston ,BOS,125334993,127401110,2018,120157121.1,15312423.45,0.338148425,49,41,12.02870131,0.665075954,0.326927529
17,14,3,Brooklyn ,BRK,118850600,120809821,2018,120157121.1,15312423.45,-0.085324256,42,41,12.02870131,0.083134494,0.16845875
16,17,-1,Charlotte ,CHO,121427859,123429571,2018,120157121.1,15312423.45,0.082987378,39,41,12.02870131,-0.166268989,-0.249256366
24,27,-3,Chicago ,CHI,112598201,114454351,2018,120157121.1,15312423.45,-0.493646232,22,41,12.02870131,-1.579555391,-1.085909159
13,28,-15,Cleveland ,CLE,123255073,125286901,2018,120157121.1,15312423.45,0.202316235,19,41,12.02870131,-1.828958874,-2.031275109
29,22,7,Dallas ,DAL,86958881,88392374,2018,120157121.1,15312423.45,-2.168059174,33,41,12.02870131,-0.665075954,1.50298322
18,4,14,Denver ,DEN,118327016,120277610,2018,120157121.1,15312423.45,-0.119517667,54,41,12.02870131,1.080748425,1.200266093
7,16,-9,Detroit ,DET,126557932,128644207,2018,120157121.1,15312423.45,0.418014228,41,41,12.02870131,0,-0.418014228
2,3,-1,Golden State ,GSW,146291276,148702858,2018,120157121.1,15312423.45,1.70672885,57,41,12.02870131,1.330151908,-0.376576942
8,5,3,Houston ,HOU,126474100,128558994,2018,120157121.1,15312423.45,0.412539458,53,41,12.02870131,0.997613931,0.585074473
25,11,14,Indiana ,IND,110724804,112550074,2018,120157121.1,15312423.45,-0.615991137,48,41,12.02870131,0.58194146,1.197932597
19,11,8,LA Clippers ,LAC,118026816,119972458,2018,120157121.1,15312423.45,-0.139122663,48,41,12.02870131,0.58194146,0.721064123
27,20,7,LA Lakers ,LAL,107225482,108993069,2018,120157121.1,15312423.45,-0.844519431,37,41,12.02870131,-0.332537977,0.511981454
9,22,-13,Memphis ,MEM,126107461,128186312,2018,120157121.1,15312423.45,0.388595567,33,41,12.02870131,-0.665075954,-1.053671521
1,17,-16,Miami ,MIA,153171497,155696495,2018,120157121.1,15312423.45,2.156051652,39,41,12.02870131,-0.166268989,-2.32232064
5,1,4,Milwaukee ,MIL,130988604,133147922,2018,120157121.1,15312423.45,0.707365683,60,41,12.02870131,1.579555391,0.872189708
14,21,-7,Minnesota ,MIN,121962221,123972737,2018,120157121.1,15312423.45,0.117884662,36,41,12.02870131,-0.415672471,-0.533557134
20,22,-2,New Orleans ,NOP,116052756,117965855,2018,120157121.1,15312423.45,-0.268041512,33,41,12.02870131,-0.665075954,-0.397034442
12,30,-18,New York ,NYK,123387454,125421469,2018,120157121.1,15312423.45,0.210961568,17,41,12.02870131,-1.995227862,-2.206189431
3,9,-6,Oklahoma City ,OKC,144916427,147305340,2018,120157121.1,15312423.45,1.616942344,49,41,12.02870131,0.665075954,-0.95186639
22,14,8,Orlando ,ORL,114394213,116279975,2018,120157121.1,15312423.45,-0.376355066,42,41,12.02870131,0.083134494,0.45948956
21,7,14,Philadelphia ,PHI,115127167,117025010,2018,120157121.1,15312423.45,-0.328488443,51,41,12.02870131,0.831344943,1.159833385
26,28,-2,Phoenix ,PHO,108692835,110484604,2018,120157121.1,15312423.45,-0.748691817,19,41,12.02870131,-1.828958874,-1.080267057
6,5,1,Portland ,POR,130256600,132403851,2018,120157121.1,15312423.45,0.659561101,53,41,12.02870131,0.997613931,0.33805283
28,17,11,Sacramento ,SAC,101466920,103139575,2018,120157121.1,15312423.45,-1.220590666,39,41,12.02870131,-0.166268989,1.054321677
15,11,4,San Antonio ,SAS,121588790,123593153,2018,120157121.1,15312423.45,0.09349721,48,41,12.02870131,0.58194146,0.48844425
4,2,2,Toronto ,TOR,137793831,140065330,2018,120157121.1,15312423.45,1.151790892,58,41,12.02870131,1.413286403,0.26149551
23,8,15,Utah ,UTA,113826156,115702554,2018,120157121.1,15312423.45,-0.413452851,50,41,12.02870131,0.748210448,1.1616633
11,25,-14,Washington ,WAS,123747588,125787536,2018,120157121.1,15312423.45,0.234480641,32,41,12.02870131,-0.748210448,-0.982691089
23,27,-4,Atlanta ,ATL,99992696,104559718,2017,111890529.9,14089617.91,-0.844439786,24,41,12.2220829,-1.390924947,-0.54648516
15,4,11,Boston ,BOS,115284776,120550249,2017,111890529.9,14089617.91,0.240904054,55,41,12.2220829,1.145467603,0.904563549
26,23,3,Brooklyn ,BRK,95475397,99836100,2017,111890529.9,14089617.91,-1.165051674,28,41,12.2220829,-1.063648489,0.101403186
12,20,-8,Charlotte ,CHO,117382664,122743957,2017,111890529.9,14089617.91,0.389800071,36,41,12.2220829,-0.409095573,-0.798895644
29,24,5,Chicago ,CHI,90466801,94598740,2017,111890529.9,14089617.91,-1.520532997,27,41,12.2220829,-1.145467603,0.375065394
1,6,-5,Cleveland ,CLE,137722926,144013233,2017,111890529.9,14089617.91,1.83343482,50,41,12.2220829,0.736372031,-1.097062789
30,27,3,Dallas ,DAL,85440245,89342606,2017,111890529.9,14089617.91,-1.877289016,24,41,12.2220829,-1.390924947,0.48636407
18,14,4,Denver ,DEN,107543599,112455503,2017,111890529.9,14089617.91,-0.308520143,46,41,12.2220829,0.409095573,0.717615716
9,19,-10,Detroit ,DET,119773191,125243666,2017,111890529.9,14089617.91,0.559465922,39,41,12.2220829,-0.163638229,-0.723104151
2,3,-1,Golden State ,GSW,137610134,143895289,2017,111890529.9,14089617.91,1.825429493,58,41,12.2220829,1.390924947,-0.434504546
8,1,7,Houston ,HOU,119905532,125382049,2017,111890529.9,14089617.91,0.568858724,65,41,12.2220829,1.963658748,1.394800024
27,8,19,Indiana ,IND,95271736,99623136,2017,111890529.9,14089617.91,-1.17950636,48,41,12.2220829,0.572733802,1.752240162
10,18,-8,LA Clippers ,LAC,119093010,124532419,2017,111890529.9,14089617.91,0.511190588,42,41,12.2220829,0.081819115,-0.429371474
21,21,0,LA Lakers ,LAL,103126557,107836717,2017,111890529.9,14089617.91,-0.622016366,35,41,12.2220829,-0.490914687,0.131101679
17,29,-12,Memphis ,MEM,110700149,115756221,2017,111890529.9,14089617.91,-0.084486389,22,41,12.2220829,-1.554563176,-1.470076787
4,15,-11,Miami ,MIA,133624374,139727484,2017,111890529.9,14089617.91,1.542543184,44,41,12.2220829,0.245457344,-1.297085841
7,15,-8,Milwaukee ,MIL,120521249,126025887,2017,111890529.9,14089617.91,0.612558774,44,41,12.2220829,0.245457344,-0.36710143
14,12,2,Minnesota ,MIN,116075131,121376702,2017,111890529.9,14089617.91,0.296998903,47,41,12.2220829,0.490914687,0.193915784
6,8,-2,New Orleans ,NOP,120814452,126332484,2017,111890529.9,14089617.91,0.633368635,48,41,12.2220829,0.572733802,-0.060634834
20,22,-2,New York ,NYK,105403130,110217272,2017,111890529.9,14089617.91,-0.460438315,29,41,12.2220829,-0.981829374,-0.521391059
3,8,-5,Oklahoma City ,OKC,134534640,140679326,2017,111890529.9,14089617.91,1.607148627,48,41,12.2220829,0.572733802,-1.034414825
25,26,-1,Orlando ,ORL,98700258,103208254,2017,111890529.9,14089617.91,-0.936169598,25,41,12.2220829,-1.309105832,-0.372936234
22,5,17,Philadelphia ,PHI,100797386,105401164,2017,111890529.9,14089617.91,-0.787327521,52,41,12.2220829,0.90001026,1.68733778
28,30,-2,Phoenix ,PHO,92684083,96917295,2017,111890529.9,14089617.91,-1.36316308,21,41,12.2220829,-1.63638229,-0.27321921
11,7,4,Portland ,POR,118708146,124129975,2017,111890529.9,14089617.91,0.483875156,49,41,12.2220829,0.654552916,0.17067776
24,24,0,Sacramento ,SAC,99587185,104135688,2017,111890529.9,14089617.91,-0.873220624,27,41,12.2220829,-1.145467603,-0.272246979
16,12,4,San Antonio ,SAS,114633844,119869587,2017,111890529.9,14089617.91,0.194704646,47,41,12.2220829,0.490914687,0.296210041
13,2,11,Toronto ,TOR,116929373,122269961,2017,111890529.9,14089617.91,0.357628085,59,41,12.2220829,1.472744061,1.115115976
19,8,11,Utah ,UTA,105606838,110430283,2017,111890529.9,14089617.91,-0.445980294,48,41,12.2220829,0.572733802,1.018714095
5,17,-12,Washington ,WAS,123306396,128938245,2017,111890529.9,14089617.91,0.810232481,43,41,12.2220829,0.163638229,-0.646594252
16,11,5,Atlanta ,ATL,96315163,102359377,2016,98869314.77,11454161.47,-0.222988979,43,41,11.18804781,0.178762196,0.401751175
20,4,16,Boston ,BOS,93465326,99330698,2016,98869314.77,11454161.47,-0.471792613,53,41,11.18804781,1.072573178,1.544365791
29,30,-1,Brooklyn ,BRK,82391482,87561919,2016,98869314.77,11454161.47,-1.438589181,20,41,11.18804781,-1.877003062,-0.438413881
10,20,-10,Charlotte ,CHO,103054004,109521112,2016,98869314.77,11454161.47,0.36534226,36,41,11.18804781,-0.446905491,-0.812247751
21,15,6,Chicago ,CHI,92522306,98328502,2016,98869314.77,11454161.47,-0.554122516,41,41,11.18804781,0,0.554122516
1,5,-4,Cleveland ,CLE,128522489,136587864,2016,98869314.77,11454161.47,2.588855964,51,41,11.18804781,0.893810982,-1.695044982
12,22,-10,Dallas ,DAL,102354966,108778205,2016,98869314.77,11454161.47,0.304313087,33,41,11.18804781,-0.715048786,-1.019361872
27,18,9,Denver ,DEN,83836460,89097579,2016,98869314.77,11454161.47,-1.312436079,40,41,11.18804781,-0.089381098,1.223054981
7,19,-12,Detroit ,DET,106492988,113175909,2016,98869314.77,11454161.47,0.665581086,37,41,11.18804781,-0.357524393,-1.023105479
14,1,13,Golden State ,GSW,101584835,107959743,2016,98869314.77,11454161.47,0.237077174,67,41,11.18804781,2.323908553,2.086831379
23,3,20,Houston ,HOU,90956067,96663975,2016,98869314.77,11454161.47,-0.69086225,55,41,11.18804781,1.251335375,1.942197625
24,13,11,Indiana ,IND,90279072,95944493,2016,98869314.77,11454161.47,-0.74996697,42,41,11.18804781,0.089381098,0.839348068
3,5,-2,LA Clippers ,LAC,114756766,121958281,2016,98869314.77,11454161.47,1.387046208,51,41,11.18804781,0.893810982,-0.493235226
19,28,-9,LA Lakers ,LAL,94781848,100729840,2016,98869314.77,11454161.47,-0.356854299,26,41,11.18804781,-1.340716473,-0.983862174
5,11,-6,Memphis ,MEM,110083520,116991763,2016,98869314.77,11454161.47,0.979050737,43,41,11.18804781,0.178762196,-0.800288541
15,15,0,Miami ,MIA,100740770,107062710,2016,98869314.77,11454161.47,0.16338649,41,41,11.18804781,0,-0.16338649
17,13,4,Milwaukee ,MIL,96245877,102285744,2016,98869314.77,11454161.47,-0.229037959,42,41,11.18804781,0.089381098,0.318419057
28,24,4,Minnesota ,MIN,83527580,88769315,2016,98869314.77,11454161.47,-1.339402697,31,41,11.18804781,-0.893810982,0.445591715
13,21,-8,New Orleans ,NOP,101616451,107993343,2016,98869314.77,11454161.47,0.239837394,34,41,11.18804781,-0.625667687,-0.865505081
11,24,-13,New York ,NYK,102593418,109031624,2016,98869314.77,11454161.47,0.325131023,31,41,11.18804781,-0.893810982,-1.218942005
22,10,12,Oklahoma City ,OKC,91230089,96955191,2016,98869314.77,11454161.47,-0.666938893,47,41,11.18804781,0.536286589,1.203225482
8,26,-18,Orlando ,ORL,104096951,110629512,2016,98869314.77,11454161.47,0.456396241,29,41,11.18804781,-1.072573178,-1.528969419
26,27,-1,Philadelphia ,PHI,84775343,90095374,2016,98869314.77,11454161.47,-1.230467355,28,41,11.18804781,-1.161954277,0.068513078
25,29,-4,Phoenix ,PHO,89754590,95387098,2016,98869314.77,11454161.47,-0.795756616,24,41,11.18804781,-1.519478669,-0.723722054
2,15,-13,Portland ,POR,119732234,127245980,2016,98869314.77,11454161.47,1.821427024,41,41,11.18804781,0,-1.821427024
18,23,-5,Sacramento ,SAC,95596327,101595433,2016,98869314.77,11454161.47,-0.285746606,32,41,11.18804781,-0.804429884,-0.518683278
4,2,2,San Antonio ,SAS,112017779,119047406,2016,98869314.77,11454161.47,1.147920279,61,41,11.18804781,1.787621964,0.639701685
6,5,1,Toronto ,TOR,108599970,115415114,2016,98869314.77,11454161.47,0.849530126,51,41,11.18804781,0.893810982,0.044280856
30,5,25,Utah ,UTA,80138192,85167228,2016,98869314.77,11454161.47,-1.635311569,51,41,11.18804781,0.893810982,2.529122551
9,9,0,Washington ,WAS,104016580,110544093,2016,98869314.77,11454161.47,0.449379489,49,41,11.18804781,0.715048786,0.265669296
22,7,15,Atlanta ,ATL,71661760,76918414,2015,78468912,11071581.58,-0.614831038,48,41,13.88375384,0.50418641,1.119017448
14,7,7,Boston ,BOS,77141919,82800561,2015,78468912,11071581.58,-0.119855776,48,41,13.88375384,0.50418641,0.624042185
12,28,-16,Brooklyn ,BRK,80258302,86145542,2015,78468912,11071581.58,0.161620089,21,41,13.88375384,-1.440532599,-1.602152688
15,7,8,Charlotte ,CHO,76860006,82497971,2015,78468912,11071581.58,-0.145318534,48,41,13.88375384,0.50418641,0.649504943
7,14,-7,Chicago ,CHI,87073838,93461027,2015,78468912,11071581.58,0.777208381,42,41,13.88375384,0.07202663,-0.705181751
1,3,-2,Cleveland ,CLE,108300458,116244698,2015,78468912,11071581.58,2.694424981,57,41,13.88375384,1.152426079,-1.541998902
16,14,2,Dallas ,DAL,75397067,80927720,2015,78468912,11071581.58,-0.277453133,42,41,13.88375384,0.07202663,0.349479763
20,21,-1,Denver ,DEN,72589023,77913691,2015,78468912,11071581.58,-0.531079409,33,41,13.88375384,-0.57621304,-0.045133631
13,12,1,Detroit ,DET,77256014,82923025,2015,78468912,11071581.58,-0.109550563,44,41,13.88375384,0.21607989,0.325630453
4,1,3,Golden State ,GSW,93669566,100540577,2015,78468912,11071581.58,1.372943322,73,41,13.88375384,2.304852158,0.931908836
6,17,-11,Houston ,HOU,87504058,93922804,2015,78468912,11071581.58,0.816066425,41,41,13.88375384,0,-0.816066425
23,11,12,Indiana ,IND,71605233,76857739,2015,78468912,11071581.58,-0.619936632,45,41,13.88375384,0.28810652,0.908043152
2,6,-4,LA Clippers ,LAC,97019321,104136046,2015,78468912,11071581.58,1.675497657,53,41,13.88375384,0.864319559,-0.811178097
19,29,-10,LA Lakers ,LAL,72694352,78026750,2015,78468912,11071581.58,-0.521565953,17,41,13.88375384,-1.728639119,-1.207073166
11,14,-3,Memphis ,MEM,83223881,89328654,2015,78468912,11071581.58,0.429475135,42,41,13.88375384,0.07202663,-0.357448505
8,7,1,Miami ,MIA,85764781,92055943,2015,78468912,11071581.58,0.658972609,48,41,13.88375384,0.50418641,-0.154786199
18,21,-3,Milwaukee ,MIL,73843541,79260236,2015,78468912,11071581.58,-0.417769671,33,41,13.88375384,-0.57621304,-0.158443368
21,26,-5,Minnesota ,MIN,72287243,77589778,2015,78468912,11071581.58,-0.55833658,29,41,13.88375384,-0.864319559,-0.305982979
10,25,-15,New Orleans ,NOP,83709371,89849758,2015,78468912,11071581.58,0.473325239,30,41,13.88375384,-0.792292929,-1.265618168
17,24,-7,New York ,NYK,74237021,79682579,2015,78468912,11071581.58,-0.382230034,32,41,13.88375384,-0.648239669,-0.266009636
3,5,-2,Oklahoma City ,OKC,95708387,102728953,2015,78468912,11071581.58,1.557092351,55,41,13.88375384,1.008372819,-0.548719532
29,20,9,Orlando ,ORL,63199651,67835576,2015,78468912,11071581.58,-1.379139998,35,41,13.88375384,-0.43215978,0.946980218
27,30,-3,Philadelphia ,PHI,64583220,69320632,2015,78468912,11071581.58,-1.254174202,10,41,13.88375384,-2.232825528,-0.978651326
26,27,-1,Phoenix ,PHO,68095365,73090409,2015,78468912,11071581.58,-0.936952586,23,41,13.88375384,-1.296479339,-0.359526753
30,12,18,Portland ,POR,61685814,66210692,2015,78468912,11071581.58,-1.515871772,44,41,13.88375384,0.21607989,1.731951662
25,21,4,Sacramento ,SAC,70610560,75790104,2015,78468912,11071581.58,-0.709776823,33,41,13.88375384,-0.57621304,0.133563783
5,2,3,San Antonio ,SAS,87832839,94275703,2015,78468912,11071581.58,0.845762363,67,41,13.88375384,1.872692378,1.026930016
24,4,20,Toronto ,TOR,71591189,76842665,2015,78468912,11071581.58,-0.621205105,56,41,13.88375384,1.080399449,1.701604554
28,19,9,Utah ,UTA,63608425,68274335,2015,78468912,11071581.58,-1.342218985,40,41,13.88375384,-0.07202663,1.270192355
9,17,-8,Washington ,WAS,85055155,91294262,2015,78468912,11071581.58,0.594878243,41,41,13.88375384,0,-0.594878243
26,2,24,Atlanta ,ATL,58320278,62675759,2014,71350344.4,9788946.891,-1.331099918,60,41,13.45490553,1.412124371,2.743224288
23,16,7,Boston ,BOS,62218516,66865124,2014,71350344.4,9788946.891,-0.932871381,40,41,13.45490553,-0.074322335,0.858549045
1,18,-17,Brooklyn ,BRK,87817289,94375678,2014,71350344.4,9788946.891,1.682197767,38,41,13.45490553,-0.222967006,-1.905164773
22,22,0,Charlotte ,CHO,66792937,71781177,2014,71350344.4,9788946.891,-0.465566669,33,41,13.45490553,-0.594578682,-0.129012013
20,9,11,Chicago ,CHI,67414682,72449358,2014,71350344.4,9788946.891,-0.402051665,50,41,13.45490553,0.668901018,1.070952683
4,7,-3,Cleveland ,CLE,82592827,88761039,2014,71350344.4,9788946.891,1.148487445,53,41,13.45490553,0.891868024,-0.256619421
3,9,-6,Dallas ,DAL,84820225,91154782,2014,71350344.4,9788946.891,1.376029592,50,41,13.45490553,0.668901018,-0.707128575
28,24,4,Denver ,DEN,56820307,61063768,2014,71350344.4,9788946.891,-1.484331007,30,41,13.45490553,-0.817545688,0.666785319
21,23,-2,Detroit ,DET,67410675,72445049,2014,71350344.4,9788946.891,-0.402461005,32,41,13.45490553,-0.668901018,-0.266440013
14,1,13,Golden State ,GSW,73611166,79108608,2014,71350344.4,9788946.891,0.23095657,67,41,13.45490553,1.932380718,1.701424147
10,3,7,Houston ,HOU,76849302,82588574,2014,71350344.4,9788946.891,0.561751704,56,41,13.45490553,1.114835029,0.553083325
13,18,-5,Indiana ,IND,74793526,80379271,2014,71350344.4,9788946.891,0.35174178,38,41,13.45490553,-0.222967006,-0.574708786
2,3,-1,LA Clippers ,LAC,85259447,91626808,2014,71350344.4,9788946.891,1.42089877,56,41,13.45490553,1.114835029,-0.306063741
9,27,-18,LA Lakers ,LAL,77546500,83337839,2014,71350344.4,9788946.891,0.632974688,21,41,13.45490553,-1.486446706,-2.119421394
12,5,7,Memphis ,MEM,75158730,80771746,2014,71350344.4,9788946.891,0.389049572,55,41,13.45490553,1.040512694,0.651463122
11,21,-10,Miami ,MIA,75813041,81474926,2014,71350344.4,9788946.891,0.45589139,37,41,13.45490553,-0.297289341,-0.753180731
29,15,14,Milwaukee ,MIL,54473275,58541453,2014,71350344.4,9788946.891,-1.72409449,41,41,13.45490553,0,1.72409449
19,30,-11,Minnesota ,MIN,69378954,74560321,2014,71350344.4,9788946.891,-0.201389426,16,41,13.45490553,-1.858058382,-1.656668956
8,13,-5,New Orleans ,NOP,80012866,85988398,2014,71350344.4,9788946.891,0.884928859,45,41,13.45490553,0.297289341,-0.587639518
5,29,-24,New York ,NYK,81369219,87446049,2014,71350344.4,9788946.891,1.023488503,17,41,13.45490553,-1.783736047,-2.80722455
7,13,-6,Oklahoma City ,OKC,80408520,86413604,2014,71350344.4,9788946.891,0.925347303,45,41,13.45490553,0.297289341,-0.628057961
25,26,-1,Orlando ,ORL,59629210,64082446,2014,71350344.4,9788946.891,-1.197384615,25,41,13.45490553,-1.189157365,0.00822725
30,28,2,Philadelphia ,PHI,54355571,58414953,2014,71350344.4,9788946.891,-1.736118664,18,41,13.45490553,-1.709413712,0.026704952
27,17,10,Phoenix ,PHO,58018672,62351628,2014,71350344.4,9788946.891,-1.361910791,39,41,13.45490553,-0.148644671,1.21326612
18,8,10,Portland ,POR,69936842,75159876,2014,71350344.4,9788946.891,-0.1443978,51,41,13.45490553,0.743223353,0.887621153
15,25,-10,Sacramento ,SAC,73379071,78859179,2014,71350344.4,9788946.891,0.207246665,29,41,13.45490553,-0.891868024,-1.099114689
17,5,12,San Antonio ,SAS,70770209,76055480,2014,71350344.4,9788946.891,-0.059264332,55,41,13.45490553,1.040512694,1.099777026
6,11,-5,Toronto ,TOR,81317963,87390965,2014,71350344.4,9788946.891,1.018252393,49,41,13.45490553,0.594578682,-0.423673711
24,18,6,Utah ,UTA,60847538,65391761,2014,71350344.4,9788946.891,-1.072925057,38,41,13.45490553,-0.222967006,0.849958051
16,12,4,Washington ,WAS,73372974,78852628,2014,71350344.4,9788946.891,0.20662382,46,41,13.45490553,0.371611676,0.164987857
24,18,6,Atlanta ,ATL,58998677,64718790,2013,67629677.07,10752495.47,-0.802697392,38,41,12.91350536,-0.232314923,0.570382469
12,26,-14,Boston ,BOS,70885503,77758083,2013,67629677.07,10752495.47,0.302797238,25,41,12.91350536,-1.239012921,-1.54181016
1,14,-13,Brooklyn ,BRK,102589967,112536402,2013,67629677.07,10752495.47,3.251365234,44,41,12.91350536,0.232314923,-3.019050311
22,16,6,Charlotte ,CHO,60395651,66251205,2013,67629677.07,10752495.47,-0.672776481,43,41,12.91350536,0.154876615,0.827653097
6,11,-5,Chicago ,CHI,73336893,80447143,2013,67629677.07,10752495.47,0.530780594,48,41,12.91350536,0.542068153,0.011287559
16,22,-6,Cleveland ,CLE,66654061,73116388,2013,67629677.07,10752495.47,-0.09073392,33,41,12.91350536,-0.619506461,-0.52877254
5,10,-5,Dallas ,DAL,75012158,82284830,2013,67629677.07,10752495.47,0.686583032,49,41,12.91350536,0.619506461,-0.067076571
17,20,-3,Denver ,DEN,65782065,72159850,2013,67629677.07,10752495.47,-0.171831002,36,41,12.91350536,-0.387191538,-0.215360536
20,23,-3,Detroit ,DET,62387432,68436097,2013,67629677.07,10752495.47,-0.487537529,29,41,12.91350536,-0.929259691,-0.441722162
8,8,0,Golden State ,GSW,72503122,79532534,2013,67629677.07,10752495.47,0.453238502,51,41,12.91350536,0.774383076,0.321144574
25,5,20,Houston ,HOU,57823063,63429195,2013,67629677.07,10752495.47,-0.912031453,54,41,12.91350536,1.006697999,1.918729452
15,4,11,Indiana ,IND,67182414,73695967,2013,67629677.07,10752495.47,-0.041596211,56,41,12.91350536,1.161574614,1.203170824
7,3,4,LA Clippers ,LAC,73049774,80132187,2013,67629677.07,10752495.47,0.504078049,57,41,12.91350536,1.239012921,0.734934873
4,25,-21,LA Lakers ,LAL,77423614,84930083,2013,67629677.07,10752495.47,0.910852459,27,41,12.91350536,-1.084136306,-1.994988765
9,9,0,Memphis ,MEM,71992885,78972831,2013,67629677.07,10752495.47,0.40578561,50,41,12.91350536,0.696944768,0.291159158
3,5,-2,Miami ,MIA,80841617,88679476,2013,67629677.07,10752495.47,1.228732435,54,41,12.91350536,1.006697999,-0.222034436
29,30,-1,Milwaukee ,MIL,54400846,59675181,2013,67629677.07,10752495.47,-1.230303338,15,41,12.91350536,-2.013395997,-0.783092659
13,17,-4,Minnesota ,MIN,68564040,75211546,2013,67629677.07,10752495.47,0.08689731,40,41,12.91350536,-0.077438308,-0.164335618
14,21,-7,New Orleans ,NOP,67358651,73889290,2013,67629677.07,10752495.47,-0.025205876,34,41,12.91350536,-0.542068153,-0.516862277
2,19,-17,New York ,NYK,89072787,97708684,2013,67629677.07,10752495.47,1.994244964,37,41,12.91350536,-0.30975323,-2.303998194
10,2,8,Oklahoma City ,OKC,71653401,78600431,2013,67629677.07,10752495.47,0.374213032,59,41,12.91350536,1.393889536,1.019676504
26,28,-2,Orlando ,ORL,56948031,62469324,2013,67629677.07,10752495.47,-0.993410888,23,41,12.91350536,-1.393889536,-0.400478649
30,29,1,Philadelphia ,PHI,51741312,56757794,2013,67629677.07,10752495.47,-1.477644433,19,41,12.91350536,-1.703642767,-0.225998334
28,11,17,Phoenix ,PHO,55569468,60957107,2013,67629677.07,10752495.47,-1.121619544,48,41,12.91350536,0.542068153,1.663687698
21,5,16,Portland ,POR,61260350,67199740,2013,67629677.07,10752495.47,-0.592358033,54,41,12.91350536,1.006697999,1.599056032
23,24,-1,Sacramento ,SAC,59174155,64911282,2013,67629677.07,10752495.47,-0.786377645,28,41,12.91350536,-1.006697999,-0.220320353
19,1,18,San Antonio ,SAS,63115911,69235205,2013,67629677.07,10752495.47,-0.419787767,62,41,12.91350536,1.626204459,2.045992227
11,11,0,Toronto ,TOR,71561643,78499777,2013,67629677.07,10752495.47,0.365679385,48,41,12.91350536,0.542068153,0.176388768
27,26,1,Utah ,UTA,56911999,62429802,2013,67629677.07,10752495.47,-0.996761924,25,41,12.91350536,-1.239012921,-0.242250997
18,14,4,Washington ,WAS,64698822,70971580,2013,67629677.07,10752495.47,-0.272574406,44,41,12.91350536,0.232314923,0.504889329
13,14,-1,Atlanta ,ATL,66710178,74461791,2012,67197943.57,10409202.15,-0.046859073,44,40.96666667,12.71025471,0.238652443,0.285511516
5,16,-11,Boston ,BOS,75508399,84282350,2012,67197943.57,10409202.15,0.798375833,41,40.96666667,12.71025471,0.002622554,-0.795753279
2,8,-6,Brooklyn ,BRK,87644649,97828818,2012,67197943.57,10409202.15,1.964291321,49,40.96666667,12.71025471,0.63203559,-1.332255731
26,29,-3,Charlotte ,CHO,58122566,64876315,2012,67197943.57,10409202.15,-0.871861017,21,40.96666667,12.71025471,-1.570910035,-0.699049018
6,11,-5,Chicago ,CHI,74491280,83147049,2012,67197943.57,10409202.15,0.700662388,45,40.96666667,12.71025471,0.317329072,-0.383333316
27,28,-1,Cleveland ,CLE,54472190,60801765,2012,67197943.57,10409202.15,-1.222548413,24,40.96666667,12.71025471,-1.334880147,-0.112331733
9,16,-7,Dallas ,DAL,69766571,77873331,2012,67197943.57,10409202.15,0.246765064,41,40.96666667,12.71025471,0.002622554,-0.24414251
21,4,17,Denver ,DEN,63444254,70816373,2012,67197943.57,10409202.15,-0.360612611,57,40.96666667,12.71025471,1.261448626,1.622061237
12,23,-11,Detroit ,DET,68807497,76802817,2012,67197943.57,10409202.15,0.154627935,29,40.96666667,12.71025471,-0.941496999,-1.096124934
7,10,-3,Golden State ,GSW,70036985,78175171,2012,67197943.57,10409202.15,0.272743424,47,40.96666667,12.71025471,0.474682331,0.201938907
30,11,19,Houston ,HOU,48048265,53631389,2012,67197943.57,10409202.15,-1.839687451,45,40.96666667,12.71025471,0.317329072,2.157016524
16,8,8,Indiana ,IND,66107195,73788745,2012,67197943.57,10409202.15,-0.104786952,49,40.96666667,12.71025471,0.63203559,0.736822542
10,5,5,LA Clippers ,LAC,69152721,77188154,2012,67197943.57,10409202.15,0.187793205,56,40.96666667,12.71025471,1.182771996,0.994978791
1,11,-10,LA Lakers ,LAL,100131988,111767168,2012,67197943.57,10409202.15,3.163935523,45,40.96666667,12.71025471,0.317329072,-2.846606451
22,5,17,Memphis ,MEM,63054115,70380900,2012,67197943.57,10409202.15,-0.398092813,56,40.96666667,12.71025471,1.182771996,1.58086481
3,1,2,Miami ,MIA,80427933,89773532,2012,67197943.57,10409202.15,1.270989769,66,40.96666667,12.71025471,1.969538291,0.698548522
23,18,5,Milwaukee ,MIL,62410041,69661986,2012,67197943.57,10409202.15,-0.459968257,38,40.96666667,12.71025471,-0.233407334,0.226560923
18,22,-4,Minnesota ,MIN,64329748,71804760,2012,67197943.57,10409202.15,-0.275544228,31,40.96666667,12.71025471,-0.78414374,-0.508599513
19,26,-7,New Orleans ,NOP,64134537,71586865,2012,67197943.57,10409202.15,-0.294297923,27,40.96666667,12.71025471,-1.098850258,-0.804552336
4,7,-3,New York ,NYK,79977119,89270334,2012,67197943.57,10409202.15,1.22768059,54,40.96666667,12.71025471,1.025418737,-0.202261853
